Customer ID,Policy Holder Name,Gender,Age at Entry,Current Age,Occupation,Smoker Status,Medical Exam Required,Nationality,State
CUST-611814,Sushma Dabeesing,Female,54,58,Accountant,Yes,Yes,Mauritius,Flacq
CUST-714669,Fabrice Seeboo,Male,18,21,Lawyer,Yes,Yes,Mauritius,Quatre Bornes
CUST-216124,Vinod Permalloo,Male,18,29,Factory Supervisor,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-660711,Ajay Gungah,Male,33,40,Driver,No,No,Mauritius,Quatre Bornes
CUST-157026,Aisha Busgopaul,Female,19,35,Chef,Yes,Yes,Mauritius,Black River
CUST-721814,Sunita Suntoo,Female,59,77,Architect,No,No,Mauritius,Moka
CUST-870194,Stéphane Soobroy,Male,27,44,Textile Worker,Yes,Yes,Mauritius,Port Louis
CUST-892033,Yannick Mootien,Male,33,45,Retail Manager,Yes,Yes,Mauritius,Savanne
CUST-665934,Avinash Curpen,Male,21,22,Police Officer,No,No,Mauritius,Vacoas-Phoenix
CUST-991187,Sunita Bissessur,Female,35,47,Factory Supervisor,Yes,No,Mauritius,Black River
CUST-337486,Eric Gounden,Male,31,42,Plumber,No,Yes,Mauritius,Plaines Wilhems
CUST-497184,Radha Pillay,Female,20,44,Engineer,No,No,Mauritius,Port Louis
CUST-944311,Raj Callychurn,Male,30,41,Textile Worker,No,Yes,Mauritius,Grand Port
CUST-918464,Vikram Seenarain,Male,31,42,Pharmacist,No,No,Mauritius,Plaines Wilhems
CUST-748889,Ashish Gounden,Male,60,64,Mechanic,No,No,Mauritius,Grand Port
CUST-506019,Sanjeev Lutchmanen,Male,26,45,Architect,Yes,No,Mauritius,Flacq
CUST-962303,Amina Dilmohamed,Female,35,55,Sugarcane Worker,No,Yes,Mauritius,Vacoas-Phoenix
CUST-766893,Yogesh Elahee,Male,60,69,Business Owner,Yes,Yes,Mauritius,Moka
CUST-438284,David Hurree,Male,47,64,Financial Analyst,No,Yes,Mauritius,Vacoas-Phoenix
CUST-128647,Raj Torabally,Male,60,84,Civil Servant,No,No,Mauritius,Port Louis
CUST-849279,Sanjay Naidoo,Male,58,71,Civil Servant,No,Yes,Mauritius,Grand Port
CUST-356876,Raj Rughoonauth,Male,34,49,Fisherman,Yes,No,Mauritius,Plaines Wilhems
CUST-766320,Ajay Gounden,Male,41,51,Sugarcane Worker,Yes,Yes,Mauritius,Plaines Wilhems
CUST-612306,Priya Seenarain,Female,23,43,Real Estate Agent,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-486220,Sushma Nunkoo,Female,32,35,Driver,Yes,Yes,Mauritius,Grand Port
CUST-753455,Vikram Ramphul,Male,48,65,Electrician,No,No,Mauritius,Plaines Wilhems
CUST-632616,Nicolas Appasamy,Male,34,58,Civil Servant,No,Yes,Mauritius,Rivière du Rempart
CUST-267681,Anita Hurree,Female,41,57,Factory Supervisor,No,Yes,Mauritius,Savanne
CUST-334561,Kiran Bhugon,Male,44,49,Civil Servant,No,Yes,Mauritius,Curepipe
CUST-435127,Anand Bissessur,Male,28,39,Doctor,Yes,Yes,Mauritius,Grand Port
CUST-184536,Mohammed Moothoosamy,Male,53,55,HR Officer,No,No,Mauritius,Port Louis
CUST-318380,Anand Ramphul,Male,33,52,Business Owner,No,Yes,Mauritius,Rivière du Rempart
CUST-197085,Christine Aubeeluck,Female,26,35,Software Developer,Yes,Yes,Mauritius,Curepipe
CUST-370838,Avinash Gungah,Male,52,72,Nurse,No,No,Mauritius,Port Louis
CUST-733033,Sushma Soobroy,Female,32,38,Tourism Officer,Yes,No,Mauritius,Savanne
CUST-922706,Ajay Permalloo,Male,45,69,Farmer,No,No,Mauritius,Plaines Wilhems
CUST-312928,Eric Bucktowar,Male,36,37,Chef,Yes,No,Mauritius,Port Louis
CUST-150789,Isabelle Ramjuttun,Female,31,43,Doctor,No,No,Mauritius,Plaines Wilhems
CUST-184886,Rajesh Pillay,Male,48,52,Bank Officer,Yes,Yes,Mauritius,Rivière du Rempart
CUST-745555,Lata Seeboo,Female,37,39,Retail Manager,No,Yes,Mauritius,Flacq
CUST-706708,David Hurree,Male,31,40,Driver,No,No,Mauritius,Plaines Wilhems
CUST-810923,Sushma Suntoo,Female,23,45,Driver,Yes,No,Mauritius,Quatre Bornes
CUST-725140,Sanjay Busgopaul,Male,54,79,Architect,No,No,Mauritius,Flacq
CUST-133268,Pooja Ramful,Female,20,44,Textile Worker,No,Yes,Mauritius,Quatre Bornes
CUST-344014,Thierry Busgopaul,Male,52,77,Software Developer,No,No,Mauritius,Vacoas-Phoenix
CUST-806518,Céline Gokool,Female,30,54,Nurse,Yes,Yes,Mauritius,Port Louis
CUST-352367,Ashish Dilmohamed,Male,39,46,Real Estate Agent,Yes,Yes,Mauritius,Moka
CUST-905847,Asha Ramsamy,Female,56,60,Electrician,Yes,Yes,Mauritius,Rivière du Rempart
CUST-125428,Mohammed Ramsamy,Male,24,48,Bank Officer,Yes,No,Mauritius,Quatre Bornes
CUST-417941,Sushma Seetaram,Female,36,50,Nurse,No,Yes,Mauritius,Grand Port
CUST-429754,Yannick Moothoosamy,Male,45,60,Insurance Broker,No,No,Mauritius,Plaines Wilhems
CUST-474261,Navin Lutchmanen,Male,45,51,Port Authority Officer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-311023,Pravesh Permalloo,Male,35,41,Nurse,No,Yes,Mauritius,Port Louis
CUST-277970,Vinod Appasamy,Male,38,47,Logistics Coordinator,No,Yes,Mauritius,Moka
CUST-204098,Eric Ramful,Male,45,61,Security Guard,Yes,Yes,Mauritius,Port Louis
CUST-755706,Malini Mungur,Female,50,75,Sales Representative,Yes,No,Mauritius,Rivière du Rempart
CUST-780438,Sophie Seetaram,Female,45,65,Engineer,No,No,Mauritius,Port Louis
CUST-518326,Thierry Veerasamy,Male,30,55,Insurance Broker,Yes,Yes,Mauritius,Rivière du Rempart
CUST-862222,Kavita Seeboo,Female,60,65,Fisherman,Yes,No,Mauritius,Grand Port
CUST-542802,Malini Lutchmanen,Female,32,49,Engineer,No,Yes,Mauritius,Port Louis
CUST-798169,Ziad Bundhun,Male,19,38,Contractor,No,No,Mauritius,Port Louis
CUST-684696,Pooja Boodhun,Female,30,31,Real Estate Agent,Yes,No,Mauritius,Flacq
CUST-672594,Priya Bucktowar,Female,24,35,Lawyer,No,No,Mauritius,Flacq
CUST-659922,Dinesh Beeharry,Other,23,30,Driver,No,No,Mauritius,Quatre Bornes
CUST-495466,Sanjay Appasamy,Male,28,50,Logistics Coordinator,Yes,No,Mauritius,Port Louis
CUST-173656,Rekha Dilmohamed,Female,20,41,Insurance Broker,Yes,No,Mauritius,Black River
CUST-158838,Laurent Seeboo,Male,41,51,Cleaner,No,No,Mauritius,Plaines Wilhems
CUST-622924,Pradeep Chundunsing,Male,21,44,Sugarcane Worker,Yes,Yes,Mauritius,Savanne
CUST-913633,Kevin Naidoo,Male,26,36,Pharmacist,No,Yes,Mauritius,Port Louis
CUST-620609,Sushma Chundunsing,Other,22,22,Financial Analyst,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-666768,Sandrine Gungah,Female,21,41,Software Developer,Yes,No,Mauritius,Plaines Wilhems
CUST-958310,Meena Ramessur,Female,28,33,Business Owner,No,No,Mauritius,Grand Port
CUST-603813,Ravi Beeharry,Male,36,55,Cleaner,No,No,Mauritius,Plaines Wilhems
CUST-671072,Vishal Gungah,Male,58,63,HR Officer,Yes,Yes,Mauritius,Grand Port
CUST-528345,Ajay Teeluck,Male,53,66,Retail Manager,Yes,No,Mauritius,Vacoas-Phoenix
CUST-387563,Patrick Chundunsing,Male,53,75,Security Guard,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-570832,Deepak Pillay,Male,25,34,Sales Representative,No,Yes,Mauritius,Port Louis
CUST-609376,Lata Busgopaul,Female,28,44,Electrician,No,No,Mauritius,Moka
CUST-796242,Sandrine Mootien,Female,21,30,Police Officer,No,No,Mauritius,Flacq
CUST-576490,David Callychurn,Male,46,51,Contractor,Yes,Yes,Mauritius,Curepipe
CUST-853524,Yannick Seenarain,Male,21,34,Customs Officer,No,Yes,Mauritius,Savanne
CUST-429707,Pradeep Bundhun,Male,36,60,Lawyer,Yes,Yes,Mauritius,Rivière du Rempart
CUST-344720,Patrick Luchmun,Male,27,44,Sales Representative,Yes,Yes,Mauritius,Moka
CUST-798780,Laetitia Appasamy,Female,27,51,Cleaner,No,Yes,Mauritius,Port Louis
CUST-780718,Fatima Dabeesing,Female,60,76,Sales Representative,Yes,No,Mauritius,Quatre Bornes
CUST-337665,Nisha Gounden,Female,45,56,Security Guard,No,No,Mauritius,Plaines Wilhems
CUST-686741,Sanjeev Gounden,Male,50,59,Driver,No,Yes,Mauritius,Black River
CUST-530355,Vinod Ramdenee,Male,36,40,Customs Officer,Yes,No,Mauritius,Port Louis
CUST-154826,Stéphane Boodhun,Male,52,75,Engineer,Yes,No,Mauritius,Savanne
CUST-767625,Zara Hurree,Female,39,40,Waiter,No,Yes,Mauritius,Plaines Wilhems
CUST-998782,Sunita Fowdar,Female,57,59,Civil Servant,Yes,Yes,Mauritius,Savanne
CUST-721677,Kiran Mungur,Male,28,38,Bank Officer,No,No,Mauritius,Quatre Bornes
CUST-157334,Loic Boodhun,Male,37,40,Customs Officer,No,No,Mauritius,Port Louis
CUST-412597,Nitin Rughooputh,Male,41,65,Factory Supervisor,Yes,No,Mauritius,Plaines Wilhems
CUST-797527,Divya Mootien,Female,31,52,Sugarcane Worker,No,Yes,Mauritius,Port Louis
CUST-214302,Laetitia Ramdenee,Female,53,66,Security Guard,No,No,Mauritius,Flacq
CUST-885890,Rekha Boodhun,Female,59,73,Doctor,No,Yes,Mauritius,Vacoas-Phoenix
CUST-323765,Usha Mohit,Female,34,55,Lawyer,Yes,Yes,Mauritius,Grand Port
CUST-382837,Pradeep Nagapen,Male,31,36,Police Officer,No,No,Mauritius,Quatre Bornes
CUST-425175,Mohammed Gokool,Male,33,51,Bank Officer,No,No,Mauritius,Port Louis
CUST-819129,David Rughoonauth,Male,51,62,Doctor,No,Yes,Mauritius,Plaines Wilhems
CUST-991051,Nitin Rughoonauth,Male,39,47,Accountant,Yes,No,Mauritius,Port Louis
CUST-835176,Malini Ramful,Female,20,38,Carpenter,Yes,No,Mauritius,Grand Port
CUST-688188,Geeta Baguant,Female,35,50,Electrician,Yes,Yes,Mauritius,Plaines Wilhems
CUST-460988,Suresh Rughoonauth,Male,19,29,Factory Supervisor,Yes,Yes,Mauritius,Port Louis
CUST-387078,Rekha Callychurn,Female,46,69,Hotel Manager,Yes,Yes,Mauritius,Moka
CUST-619053,Ravi Ramjuttun,Male,30,44,Architect,No,No,Mauritius,Plaines Wilhems
CUST-836334,Ashish Soobroy,Male,33,42,Carpenter,No,No,Mauritius,Quatre Bornes
CUST-774814,Nitin Busgopaul,Male,48,71,Financial Analyst,Yes,No,Mauritius,Curepipe
CUST-235768,Roshan Moothoosamy,Male,20,28,Security Guard,No,No,Mauritius,Port Louis
CUST-793629,Navin Dilmohamed,Male,25,49,Financial Analyst,Yes,Yes,Mauritius,Savanne
CUST-133755,Suresh Lutchmanen,Male,31,50,Chef,No,No,Mauritius,Plaines Wilhems
CUST-632531,Kevin Bucktowar,Male,27,32,Waiter,Yes,Yes,Mauritius,Grand Port
CUST-226984,Pravesh Seenarain,Other,30,34,Insurance Broker,Yes,No,Mauritius,Grand Port
CUST-592656,Kiran Ramjuttun,Male,60,84,Doctor,Yes,No,Mauritius,Rivière du Rempart
CUST-459019,Suresh Ramsamy,Male,49,69,Fisherman,No,Yes,Mauritius,Grand Port
CUST-373722,Pravesh Aubeeluck,Male,53,60,Lawyer,No,No,Mauritius,Grand Port
CUST-254546,Pooja Naidoo,Female,56,80,Hotel Manager,No,Yes,Mauritius,Quatre Bornes
CUST-851537,Imran Gounden,Male,30,44,Teacher,Yes,No,Mauritius,Vacoas-Phoenix
CUST-869390,Isabelle Bissessur,Female,29,36,Waiter,No,No,Mauritius,Plaines Wilhems
CUST-885926,Patrick Appasamy,Male,27,52,Architect,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-863609,Isabelle Busgopaul,Female,50,53,Police Officer,Yes,Yes,Mauritius,Moka
CUST-512561,Meena Issack,Female,40,49,Police Officer,Yes,Yes,Mauritius,Plaines Wilhems
CUST-619869,Mohammed Veerasamy,Male,27,44,Insurance Broker,Yes,No,Mauritius,Moka
CUST-611278,Eric Gounden,Male,31,32,Fisherman,Yes,No,Mauritius,Port Louis
CUST-856582,Anand Naidoo,Male,34,34,Security Guard,Yes,No,Mauritius,Moka
CUST-524321,Sophie Pillay,Female,35,40,Lawyer,Yes,Yes,Mauritius,Savanne
CUST-103477,Patrick Permalloo,Male,53,77,Port Authority Officer,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-638364,Rajesh Teeluck,Male,31,50,Pharmacist,No,No,Mauritius,Rivière du Rempart
CUST-834389,Véronique Ramdenee,Female,55,75,Driver,No,Yes,Mauritius,Grand Port
CUST-415140,Mahesh Chundunsing,Male,32,43,Architect,No,Yes,Mauritius,Vacoas-Phoenix
CUST-806350,Seema Appasamy,Female,44,51,Insurance Broker,No,No,Mauritius,Curepipe
CUST-652922,Reena Permalloo,Female,56,61,Security Guard,Yes,Yes,Mauritius,Port Louis
CUST-431013,Kiran Bundhun,Male,55,74,Chef,No,Yes,Mauritius,Rivière du Rempart
CUST-993662,Ziad Pillay,Male,21,46,Textile Worker,No,Yes,Mauritius,Grand Port
CUST-334756,Deepak Aubeeluck,Male,26,32,Tourism Officer,Yes,No,Mauritius,Flacq
CUST-931498,Céline Bissessur,Female,33,54,Tourism Officer,No,No,Mauritius,Grand Port
CUST-746196,Asha Bissessur,Female,32,45,Software Developer,No,No,Mauritius,Grand Port
CUST-218027,Kavita Permalloo,Female,39,64,Teacher,Yes,Yes,Mauritius,Port Louis
CUST-422638,Jayshree Dabeesing,Female,57,78,Contractor,No,No,Mauritius,Port Louis
CUST-226484,Priya Suntoo,Female,23,43,Retail Manager,No,Yes,Mauritius,Rivière du Rempart
CUST-923734,Vikram Naidoo,Male,33,46,Driver,Yes,Yes,Mauritius,Grand Port
CUST-975230,Nicolas Gungah,Male,26,38,Cleaner,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-703503,Amina Baguant,Female,54,75,Factory Supervisor,No,No,Mauritius,Black River
CUST-296404,Thierry Veerasamy,Male,58,63,Security Guard,No,No,Mauritius,Plaines Wilhems
CUST-464813,Suresh Aubeeluck,Male,33,38,Lawyer,Yes,No,Mauritius,Port Louis
CUST-440967,Anita Pillay,Female,23,37,Cleaner,Yes,Yes,Mauritius,Plaines Wilhems
CUST-785914,Farrukh Nunkoo,Male,47,66,Architect,Yes,No,Mauritius,Moka
CUST-702605,Sandrine Rughoonauth,Female,41,65,Farmer,Yes,No,Mauritius,Moka
CUST-106650,Parveen Beeharry,Female,30,48,Police Officer,No,No,Mauritius,Quatre Bornes
CUST-572348,Suresh Suntoo,Male,53,60,Sales Representative,No,Yes,Mauritius,Moka
CUST-806641,Kavita Bhugon,Female,59,62,Textile Worker,Yes,No,Mauritius,Port Louis
CUST-300793,Vishal Lutchmanen,Male,36,38,Textile Worker,No,No,Mauritius,Port Louis
CUST-472378,Pradeep Teeluck,Male,36,54,Software Developer,No,No,Mauritius,Vacoas-Phoenix
CUST-550504,Anand Nagapen,Male,29,31,Contractor,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-196725,Thierry Ramsamy,Male,37,60,Plumber,Yes,No,Mauritius,Plaines Wilhems
CUST-185119,Avinash Veerasamy,Male,32,32,Mechanic,No,No,Mauritius,Grand Port
CUST-418869,Thierry Busgopaul,Male,29,43,Fisherman,No,No,Mauritius,Grand Port
CUST-860340,Eric Elahee,Male,21,25,Waiter,No,No,Mauritius,Curepipe
CUST-161507,Dinesh Peerthum,Male,28,38,Civil Servant,No,No,Mauritius,Moka
CUST-355498,Shreya Gokool,Female,26,27,Contractor,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-425707,Sophie Ramphul,Female,35,57,Port Authority Officer,Yes,No,Mauritius,Vacoas-Phoenix
CUST-331002,Thierry Mootien,Male,37,51,Hotel Manager,Yes,No,Mauritius,Plaines Wilhems
CUST-669557,Ziad Ramdenee,Male,37,56,Civil Servant,No,Yes,Mauritius,Moka
CUST-706896,Laurent Permalloo,Male,31,37,Doctor,No,Yes,Mauritius,Grand Port
CUST-216971,Vikram Teeluck,Male,32,33,Marketing Officer,No,Yes,Mauritius,Grand Port
CUST-554521,Kavita Torabally,Female,50,64,Doctor,No,Yes,Mauritius,Plaines Wilhems
CUST-788830,Pooja Moothoosamy,Female,33,51,Customs Officer,No,No,Mauritius,Black River
CUST-703199,Mahesh Ramjuttun,Male,60,69,Sales Representative,No,Yes,Mauritius,Flacq
CUST-805796,Ajay Hurree,Male,32,33,Sugarcane Worker,No,No,Mauritius,Moka
CUST-256840,Suresh Permalloo,Male,39,58,Insurance Broker,Yes,Yes,Mauritius,Rivière du Rempart
CUST-642193,Usha Appasamy,Female,20,29,Customs Officer,No,Yes,Mauritius,Plaines Wilhems
CUST-465130,Nicolas Moothoosamy,Male,39,58,Security Guard,No,No,Mauritius,Curepipe
CUST-626617,Aisha Nunkoo,Other,51,56,Hotel Manager,Yes,Yes,Mauritius,Flacq
CUST-440213,Leila Bissessur,Female,57,65,Port Authority Officer,No,No,Mauritius,Port Louis
CUST-940813,Jean-Marie Peerthum,Male,60,66,Farmer,No,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-975864,Nisha Bissessur,Female,28,38,Farmer,No,Yes,Mauritius,Plaines Wilhems
CUST-660683,Sarita Ramdenee,Female,36,41,Financial Analyst,No,No,Mauritius,Quatre Bornes
CUST-351632,Pooja Naidoo,Female,33,47,Accountant,No,No,Mauritius,Port Louis
CUST-770957,Imran Mungur,Male,36,41,Tourism Officer,Yes,No,Mauritius,Quatre Bornes
CUST-347264,Laurent Baguant,Male,25,40,Textile Worker,Yes,Yes,Mauritius,Port Louis
CUST-482287,Lata Bissessur,Female,51,54,Insurance Broker,Yes,Yes,Mauritius,Grand Port
CUST-127612,Seema Lutchmanen,Female,55,63,HR Officer,Yes,No,Mauritius,Savanne
CUST-727494,Samira Ramessur,Female,33,41,Doctor,No,Yes,Mauritius,Grand Port
CUST-333558,Geeta Peerthum,Female,28,47,Lawyer,Yes,No,Mauritius,Flacq
CUST-756380,Nisha Luchmun,Female,24,26,Contractor,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-156987,Sarita Ramjuttun,Female,41,41,Contractor,No,Yes,Mauritius,Moka
CUST-973038,Pravesh Bissessur,Male,29,38,Bank Officer,Yes,No,Mauritius,Quatre Bornes
CUST-507622,Sushma Rughooputh,Female,55,58,Software Developer,No,No,Mauritius,Black River
CUST-271119,Geeta Beeharry,Female,40,40,Sales Representative,No,Yes,Mauritius,Flacq
CUST-876344,Anita Mootien,Female,39,55,Carpenter,Yes,No,Mauritius,Curepipe
CUST-753342,Priya Nunkoo,Female,36,56,Customs Officer,No,No,Mauritius,Black River
CUST-107091,Kevin Ramessur,Male,20,21,Hotel Manager,Yes,Yes,Mauritius,Port Louis
CUST-924575,Meena Aubeeluck,Female,56,72,Sales Representative,Yes,No,Mauritius,Grand Port
CUST-556344,Parveen Ramjuttun,Female,38,43,Police Officer,No,No,Mauritius,Moka
CUST-376790,Eric Nagapen,Male,60,80,Software Developer,No,No,Mauritius,Vacoas-Phoenix
CUST-480524,Nicolas Issack,Male,35,37,Cleaner,Yes,Yes,Mauritius,Port Louis
CUST-322562,Stéphane Torabally,Male,42,50,Contractor,Yes,Yes,Mauritius,Savanne
CUST-896698,Nitin Busgopaul,Male,21,36,Doctor,No,No,Mauritius,Vacoas-Phoenix
CUST-630741,Yannick Dabeesing,Male,38,43,Pharmacist,No,No,Mauritius,Plaines Wilhems
CUST-664352,Imran Nunkoo,Male,45,70,Mechanic,Yes,Yes,Mauritius,Flacq
CUST-226578,Priya Ramphul,Female,46,56,Plumber,No,No,Mauritius,Moka
CUST-488662,Rekha Rughoonauth,Female,46,49,Tourism Officer,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-314729,Nathalie Ramdenee,Female,27,42,Fisherman,Yes,Yes,Mauritius,Moka
CUST-585328,Nathalie Ramphul,Female,59,69,Factory Supervisor,No,Yes,Mauritius,Black River
CUST-392301,Fabrice Permalloo,Male,60,67,Lawyer,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-936428,Raj Suntoo,Male,21,44,Customs Officer,No,No,Mauritius,Quatre Bornes
CUST-106802,Marie Curpen,Female,56,71,Driver,Yes,No,Mauritius,Port Louis
CUST-371611,Laurent Luchmun,Male,29,51,Electrician,No,Yes,Mauritius,Curepipe
CUST-278982,Samira Chundunsing,Female,41,60,Financial Analyst,Yes,No,Mauritius,Vacoas-Phoenix
CUST-644621,Sarita Ramdenee,Female,30,42,Mechanic,No,No,Mauritius,Flacq
CUST-298468,Kevin Fowdar,Male,58,81,HR Officer,Yes,No,Mauritius,Vacoas-Phoenix
CUST-770873,Sanjay Baguant,Other,22,33,Insurance Broker,No,Yes,Mauritius,Grand Port
CUST-485026,Pravesh Gounden,Male,34,45,Textile Worker,Yes,Yes,Mauritius,Savanne
CUST-796666,Jean-Marie Luchmun,Male,32,34,Sales Representative,No,No,Mauritius,Vacoas-Phoenix
CUST-488069,Meena Mohit,Female,29,35,Retail Manager,No,Yes,Mauritius,Curepipe
CUST-904234,Nicolas Seeboo,Male,39,42,Financial Analyst,No,No,Mauritius,Quatre Bornes
CUST-671285,Asha Busgopaul,Female,24,40,Sales Representative,Yes,No,Mauritius,Port Louis
CUST-716406,Patrick Soobroy,Male,42,59,Customs Officer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-630450,Véronique Gokool,Female,59,64,Textile Worker,Yes,Yes,Mauritius,Black River
CUST-741458,Céline Mungur,Female,48,60,Plumber,No,No,Mauritius,Vacoas-Phoenix
CUST-507813,Usha Peerthum,Female,52,60,Financial Analyst,No,Yes,Mauritius,Port Louis
CUST-262201,Sanjay Hurree,Male,30,35,Police Officer,Yes,Yes,Mauritius,Beau Bassin-Rose Hill
CUST-809474,Laurent Nunkoo,Male,29,37,Retail Manager,No,Yes,Mauritius,Plaines Wilhems
CUST-178823,Kavita Pillay,Female,35,52,Farmer,Yes,No,Mauritius,Flacq
CUST-727913,Jean-Marie Ramjuttun,Male,20,28,Plumber,Yes,Yes,Mauritius,Quatre Bornes
CUST-643895,Jayshree Elahee,Female,57,80,Police Officer,Yes,Yes,Mauritius,Grand Port
CUST-866125,Seema Chundunsing,Female,24,36,Civil Servant,No,Yes,Mauritius,Rivière du Rempart
CUST-619427,Lucie Busgopaul,Female,54,79,Software Developer,Yes,Yes,Mauritius,Savanne
CUST-113072,Laetitia Baguant,Female,22,33,Farmer,No,No,Mauritius,Quatre Bornes
CUST-136240,Sanjay Baguant,Male,49,70,Waiter,No,No,Mauritius,Port Louis
CUST-276277,Isabelle Bhugon,Female,24,41,Real Estate Agent,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-196219,Jayshree Bissessur,Female,20,20,Logistics Coordinator,Yes,No,Mauritius,Flacq
CUST-838187,Kevin Dilmohamed,Male,43,55,Teacher,Yes,No,Mauritius,Rivière du Rempart
CUST-449903,Malini Naidoo,Female,28,45,Insurance Broker,No,No,Mauritius,Beau Bassin-Rose Hill
CUST-941186,Imran Dilmohamed,Male,42,57,Retail Manager,Yes,Yes,Mauritius,Port Louis
CUST-995146,Nitin Gungah,Male,36,49,Tourism Officer,Yes,Yes,Mauritius,Black River
CUST-628799,Suresh Rughoonauth,Male,23,24,Bank Officer,Yes,No,Mauritius,Black River
CUST-719994,Sunita Veerasamy,Female,56,71,Chef,No,No,Mauritius,Quatre Bornes
CUST-850749,Thierry Seetaram,Male,33,58,Lawyer,Yes,Yes,Mauritius,Flacq
CUST-134547,Parveen Peerthum,Female,44,46,Real Estate Agent,No,No,Mauritius,Rivière du Rempart
CUST-848054,Geeta Mohit,Female,34,56,Hotel Manager,Yes,Yes,Mauritius,Port Louis
CUST-749191,Thierry Suntoo,Male,37,59,HR Officer,No,No,Mauritius,Port Louis
CUST-819363,Vikram Seenarain,Male,29,35,Software Developer,Yes,Yes,Mauritius,Rivière du Rempart
CUST-924758,Pooja Pillay,Female,26,50,Teacher,No,Yes,Mauritius,Black River
CUST-997597,Ravi Gungah,Male,35,45,Real Estate Agent,Yes,Yes,Mauritius,Flacq
CUST-125350,Lata Ramdenee,Female,32,45,Tourism Officer,Yes,No,Mauritius,Port Louis
CUST-575558,Kiran Seenarain,Male,31,36,Security Guard,Yes,Yes,Mauritius,Port Louis
CUST-201569,Kiran Torabally,Male,40,41,Teacher,Yes,No,Mauritius,Moka
CUST-439585,Sophie Peerthum,Female,41,43,Hotel Manager,No,Yes,Mauritius,Port Louis
CUST-118879,Yogesh Naidoo,Male,20,22,Tourism Officer,No,Yes,Mauritius,Port Louis
CUST-687229,Raj Naidoo,Male,30,32,Cleaner,No,Yes,Mauritius,Port Louis
CUST-746059,Imran Hurree,Male,32,44,Accountant,Yes,No,Mauritius,Port Louis
CUST-249763,Eric Gungah,Male,22,37,Factory Supervisor,Yes,No,Mauritius,Grand Port
CUST-107550,Reena Curpen,Female,27,40,Tourism Officer,No,Yes,Mauritius,Plaines Wilhems
CUST-128544,Isabelle Ramful,Female,20,23,Security Guard,Yes,No,Mauritius,Port Louis
CUST-427479,Suresh Boodhun,Male,60,78,Architect,No,Yes,Mauritius,Rivière du Rempart
CUST-797871,Sunita Ramful,Female,44,46,Plumber,Yes,Yes,Mauritius,Plaines Wilhems
CUST-720423,Divya Lutchmanen,Female,22,34,HR Officer,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-407669,Vinod Permalloo,Male,19,19,Customs Officer,No,Yes,Mauritius,Moka
CUST-694608,Jean-Marie Mootien,Male,43,63,Sales Representative,No,No,Mauritius,Plaines Wilhems
CUST-333094,Reena Gounden,Female,32,57,Farmer,Yes,No,Mauritius,Rivière du Rempart
CUST-734400,Laetitia Torabally,Female,47,50,Waiter,No,Yes,Mauritius,Black River
CUST-412941,Anita Curpen,Female,56,59,Security Guard,Yes,No,Mauritius,Rivière du Rempart
CUST-848020,Sunita Mohit,Female,37,46,Marketing Officer,Yes,Yes,Mauritius,Plaines Wilhems
CUST-970702,Anand Ramsamy,Male,25,50,Teacher,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-635687,Lucie Ramful,Female,47,69,Financial Analyst,No,No,Mauritius,Moka
CUST-626389,Vikram Bundhun,Male,58,61,Cleaner,Yes,Yes,Mauritius,Plaines Wilhems
CUST-493532,Priya Bundhun,Female,37,48,Software Developer,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-993013,Manoj Ramphul,Male,41,56,Carpenter,Yes,No,Mauritius,Curepipe
CUST-706464,Vishal Aubeeluck,Male,30,35,Farmer,No,No,Mauritius,Moka
CUST-520732,Pradeep Beeharry,Male,31,34,Security Guard,Yes,Yes,Mauritius,Black River
CUST-397558,Malini Baguant,Female,44,50,Cleaner,No,No,Mauritius,Savanne
CUST-770023,Sanjeev Peerthum,Male,56,71,Factory Supervisor,Yes,Yes,Mauritius,Vacoas-Phoenix
CUST-609788,Mohammed Curpen,Male,38,40,Teacher,Yes,No,Mauritius,Beau Bassin-Rose Hill
CUST-398115,Deepak Torabally,Male,47,62,Farmer,No,Yes,Mauritius,Plaines Wilhems
CUST-845217,Ashish Rughooputh,Male,25,48,Customs Officer,Yes,No,Mauritius,Quatre Bornes
CUST-167556,Véronique Dilmohamed,Female,26,35,Fisherman,No,No,Mauritius,Port Louis
